Transparency Q2 - 01.07.11 to 30.09.11 as at 28.10.11,,,,,
Name,Payment category,Amount,Department,Document no.,Post code
GEOFFREY OSBORNE LIMITED,Projects,"£42,168",Corporate Resources,4500538175,RH2 
COUNTRYMANS CONTRACTORS LTD,Rights of Way/ Countryside Management,"£9,744","Economy, Transport & Environment",4500537128,BN8 
FIRST INTERVENTION LTD,Highways,"£3,422","Economy, Transport & Environment",4500529084,RH1 
FIRST INTERVENTION LTD,Highways,"£3,582","Economy, Transport & Environment",4500536431,RH1 
FIRST INTERVENTION LTD,Highways,"£2,708","Economy, Transport & Environment",4500536435,RH1 
A J TAYLOR ELECTRICAL CONTRACTORS L,Schools,£829,Corporate Resources,4500529623,BN2 
WATES CONSTRUCTION,Projects,"£46,555",Corporate Resources,4500533132,RG21
UNDERWOOD CONSTRUCTION LTD,Projects,"£45,760",Corporate Resources,4500529254,PO20
UNDERWOOD CONSTRUCTION LTD,Projects,"£36,508",Corporate Resources,4500537574,PO20
UNDERWOOD CONSTRUCTION LTD,Projects,"£36,169",Corporate Resources,4500538597,PO20
UNDERWOOD CONSTRUCTION LTD,Projects,"£147,717",Corporate Resources,4500538598,PO20
UNDERWOOD CONSTRUCTION LTD,Projects,"£55,514",Corporate Resources,4500540782,PO20
VOLKER FITZPATRICK LTD,Projects,"£83,139",Corporate Resources,4500528332,EN11
VOLKER FITZPATRICK LTD,Projects,"£58,767",Corporate Resources,4500529386,EN11
VOLKER FITZPATRICK LTD,Projects,"£140,658",Corporate Resources,4500533125,EN11
VOLKER FITZPATRICK LTD,Projects,"£48,644",Corporate Resources,4500536456,EN11
VOLKER FITZPATRICK LTD,Projects,"£157,817",Corporate Resources,4500537732,EN11
VOLKER FITZPATRICK LTD,Projects,"£116,771",Corporate Resources,4500538678,EN11
ALTON PUMPS LTD,Schools,"£10,704",Corporate Resources,4500538687,GU34
CONVERTECO LTD,Schools,"£11,700",Corporate Resources,4500530243,BN21
Arc-Can Shade Structures Ltd,Projects,"£26,826",Corporate Resources,4500528008,RH17
Arc-Can Shade Structures Ltd,Projects,"£18,936",Corporate Resources,4500541843,RH17
Arc-Can Shade Structures Ltd,Projects,"£18,936",Corporate Resources,4500541847,RH17
EAGA INSULATION,Projects,"£8,954",Corporate Resources,4500537381,B69 
EAGA INSULATION,Projects,"£2,066",Corporate Resources,4500537731,B69 
UPFIELDS PLUMBING & HEATING,Schools,£605,Corporate Resources,4500535356,BN22
ACTION IN RURAL SUSSEX,Other Older People's Services,"£2,795",Adult Social Care,4500524107,BN7 
ACTION IN RURAL SUSSEX,Other Older People's Services,"£2,795",Adult Social Care,4500524108,BN7 
ACTION IN RURAL SUSSEX,Other Older People's Services,"£2,795",Adult Social Care,4500535809,BN7 
ALL SAINTS CHURCH SCHOOL HOUSE AC,Primary,"£1,344",Children's Services,4000589613,TN39
BATTLE TOWN COUNCIL,Head Office,"£4,050","Economy, Transport & Environment",4500527295,TN33
BATTLE TOWN COUNCIL,Projects,£698,Corporate Resources,4500538436,TN33
CROWHURST VILLAGE HALL MGMNT CTTEE,School Meals,£568,Children's Services,4500530386,TN33
DE LA WARR PAVILION TRUST,Support to the Arts,"£4,000",Children's Services,3000271995,TN40
DEPARTMENT FOR WORK & PENSIONS,Insurance,£737,Corporate Resources,3000271361,NE38
DEPARTMENT FOR WORK & PENSIONS,Insurance,£547,Corporate Resources,3000273520,NE38
DEPARTMENT FOR WORK & PENSIONS,Insurance,£566,Corporate Resources,3000273594,NE38
DEPARTMENT FOR WORK & PENSIONS,Insurance,£737,Corporate Resources,3000273908,NE38
DEPARTMENT FOR WORK & PENSIONS,Insurance,"£12,906",Corporate Resources,3000274276,NE38
DITCHLING MUSEUM,Support to the Arts,"£2,000",Children's Services,3000272030,BN6 
EASTBOURNE BOROUGH COUNCIL,Strategic Costs GSSG,£746,Children's Services,4500524719,BN21
EASTBOURNE BOROUGH COUNCIL,Strategy & Resources,£854,Children's Services,4500529258,BN21
EASTBOURNE BOROUGH COUNCIL,Central GSSG,£534,Children's Services,4500530641,BN21
EASTBOURNE BOROUGH COUNCIL,Organisational Development,"£1,771",Children's Services,4500531708,BN21
GREATER LONDON AUTHORITY,Research & Information,£720,"Economy, Transport & Environment",4500530046,SE10
HAILSHAM TOWN COUNCIL,Head Office,"£9,180","Economy, Transport & Environment",4500533448,BN27
HORSHAM DISTRICT COUNCIL,High Weald AONB Unit,"£9,267","Economy, Transport & Environment",4500533756,RH12
MEDWAY COUNCIL,SEN Team,"£26,151",Children's Services,4500532562,ME4 
NEWHAVEN COMMUNITY DEV'T ASSOC,"Hastings, Bexhill & Rother PCT","£22,512",Adult Social Care,4500524008,BN9 
NEWHAVEN COMMUNITY DEV'T ASSOC,Central,"£4,254",Adult Social Care,4500524009,BN9 
NEWHAVEN COMMUNITY DEV'T ASSOC,"Hastings, Bexhill & Rother PCT","£3,116",Adult Social Care,4500524010,BN9 
NEWHAVEN COMMUNITY DEV'T ASSOC,"Hastings, Bexhill & Rother PCT","£3,015",Adult Social Care,4500527703,BN9 
NEWHAVEN COMMUNITY DEV'T ASSOC,Central,"£4,254",Adult Social Care,4500530684,BN9 
NEWHAVEN COMMUNITY DEV'T ASSOC,Central,"£4,254",Adult Social Care,4500535805,BN9 
NEWHAVEN COMMUNITY DEV'T ASSOC,"Hastings, Bexhill & Rother PCT","£3,116",Adult Social Care,4500535823,BN9 
NEWICK AREA C C ASSOC,Central,"£1,770",Adult Social Care,4000593067,BN8 
NINFIELD PARISH COUNCIL,Primary,"£2,502",Children's Services,4000595751,TN34
NLA,Corporate Communications,"£2,400",Governance & Community Services,4500534951,TN1 
SEAFORD BAPTIST CHURCH,Children & Young Peoples Trust,£700,Children's Services,4500522366,BN25
SOCIETY OF COUNTY TREASURERS,Finance,"£4,489",Corporate Resources,4500529527,ST16
SUSSEX WILDLIFE TRUST,High Weald AONB Unit,"£1,305","Economy, Transport & Environment",4500533752,BN5 
SUSSEX WILDLIFE TRUST,Environment,"£1,200","Economy, Transport & Environment",4500537859,BN5 
THE WOODLAND TRUST,High Weald AONB Unit,"£5,318","Economy, Transport & Environment",4500536142,NG31
UCKFIELD TOWN COUNCIL,Head Office,"£6,600","Economy, Transport & Environment",4500523640,TN22
WADHURST INSTITUTE HALL & FIELD,Libraries,"£8,000",Children's Services,4500526328,TN5 
RAIL SETTLEMENT PLAN LTD,Organisational Development,"£2,832",Children's Services,3000271446,SG1 
RAIL SETTLEMENT PLAN LTD,Organisational Development,£944,Children's Services,3000273702,SG1 
WEALD & DOWNLAND OPEN AIR MUSEUM,Countryside Management Services,£567,"Economy, Transport & Environment",3000271813,PO18
BRIGHTON & HOVE CITY COUNCIL,Registration & Coroners,"£5,706",Governance & Community Services,4500536209,BN3 
BRIGHTON & HOVE CITY COUNCIL,Fleet Management,"£32,427","Economy, Transport & Environment",4500530764,BN3 
CIPFA,Strategy & Commissioning,"£1,062",Adult Social Care,4500521822,CR90
CIPFA,CBOSS Support,"£7,944",Corporate Resources,4500523706,CR90
CIPFA,Finance,£834,Corporate Resources,4500528311,CR90
CIPFA,Audit & Performance,"£1,440",Corporate Resources,4500528546,CR90
CIPFA,Property Division,"£1,554",Corporate Resources,4500535080,CR90
INSTITUTE OF PUBLIC FINANCE LTD,Audit & Performance,"£3,408",Corporate Resources,4500529383,CR0 
LOCAL GOVERNMENT ASSOCIATION,Research & Information,"£3,600","Economy, Transport & Environment",4500526927,SW1P
LOCAL GOVERNMENT ASSOCIATION,Research & Information,"£1,528","Economy, Transport & Environment",4500527128,SW1P
WEALDEN DISTRICT COUNCIL,Community Safety,"£39,380",Governance & Community Services,3000270222,BN27
WEALDEN DISTRICT COUNCIL,Concessionary Fares Scheme,"£59,616","Economy, Transport & Environment",3000271060,BN27
WEALDEN DISTRICT COUNCIL,Other Learning Disability Services,"£1,090",Adult Social Care,4000589614,BN27
WEALDEN DISTRICT COUNCIL,Other Learning Disability Services,"£1,577",Adult Social Care,4000589615,BN27
WEALDEN DISTRICT COUNCIL,Sussex Downs & Weald PCT,"£15,000",Adult Social Care,4500524483,BN27
WEALDEN DISTRICT COUNCIL,Sussex Downs & Weald PCT,£582,Adult Social Care,4500528990,BN27
WEALDEN DISTRICT COUNCIL,Corporate Communications,"£2,578",Governance & Community Services,4500529470,BN27
WEALDEN DISTRICT COUNCIL,Rights of Way/ Countryside Management,£647,"Economy, Transport & Environment",4500529638,BN27
WEALDEN DISTRICT COUNCIL,Joint Use,"£46,894",Children's Services,4500540095,BN27
WEALDEN DISTRICT COUNCIL,Joint Use,"£13,587",Children's Services,4500540096,BN27
BRITISH LIBRARY,Libraries,£748,Governance & Community Services,4500528291,LS23
BRITISH LIBRARY,Libraries,£725,Governance & Community Services,4500533473,LS23
CHICHESTER DIOCESAN BOARD OF FINANCE,Strategy & Commissioning,"£1,800",Adult Social Care,4500527236,TN37
EAST SUSSEX FIRE AUTHORITY,Trading Standards,"£8,993",Governance & Community Services,4500527572,BN21
EASTBOURNE BOROUGH COUNCIL,Strategic Costs CSA,"£1,561",Children's Services,3000273288,BN21
EASTBOURNE BOROUGH COUNCIL,Strategy & Commissioning,£557,Adult Social Care,4500530627,BN21
EASTBOURNE BOROUGH COUNCIL,Head Office,"£97,680","Economy, Transport & Environment",4500522831,BN21
EASTBOURNE BOROUGH COUNCIL,Head Office,"£8,064","Economy, Transport & Environment",4500535464,BN21
EASTBOURNE BOROUGH COUNCIL,Head Office,"£113,100","Economy, Transport & Environment",4500537129,BN21
EASTBOURNE BOROUGH COUNCIL,Community Safety,"£39,280",Governance & Community Services,3000270223,BN21
EASTBOURNE BOROUGH COUNCIL,Concessionary Fares Scheme,"£220,149","Economy, Transport & Environment",3000271056,BN21
EASTBOURNE BOROUGH COUNCIL,Support to the Arts,"£2,000",Children's Services,3000271886,BN21
EASTBOURNE BOROUGH COUNCIL,Support to the Arts,"£3,000",Children's Services,3000271994,BN21
EASTBOURNE BOROUGH COUNCIL,Registration,£862,Governance & Community Services,4500524644,BN21
EASTBOURNE BOROUGH COUNCIL,Eastbourne Downs PCT,"£15,000",Adult Social Care,4500527563,BN21
EASTBOURNE BOROUGH COUNCIL,Eastbourne Downs,"£4,500",Adult Social Care,4500528076,BN21
EASTBOURNE BOROUGH COUNCIL,Waste Disposal,"£25,429","Economy, Transport & Environment",4500528160,BN21
EASTBOURNE BOROUGH COUNCIL,Waste Disposal,"£15,174","Economy, Transport & Environment",4500528179,BN21
EASTBOURNE BOROUGH COUNCIL,Projects,"£11,745",Corporate Resources,4500530842,BN21
EASTBOURNE BOROUGH COUNCIL,Waste Disposal,"£24,497","Economy, Transport & Environment",4500532153,BN21
EASTBOURNE BOROUGH COUNCIL,Waste Disposal,"£18,354","Economy, Transport & Environment",4500532448,BN21
EASTBOURNE BOROUGH COUNCIL,Waste Disposal,"£9,472","Economy, Transport & Environment",4500535113,BN21
EASTBOURNE BOROUGH COUNCIL,Parking,"£3,985","Economy, Transport & Environment",4500535990,BN21
EASTBOURNE BOROUGH COUNCIL,Joint Use,£900,Children's Services,4500540097,BN21
ENVIRONMENT AGENCY,Rights of Way/ Countryside Management,"£6,394","Economy, Transport & Environment",4500530629,PE2 
ENVIRONMENT AGENCY,Levies,"£32,854",Corporate Resources,4000589617,BN11
FELLOWSHIP OF ST NICHOLAS,Strategic Costs GSSG,£567,Children's Services,3000270622,TN37
FELLOWSHIP OF ST NICHOLAS,Strategic Costs CSA,"£11,969",Children's Services,3000274677,TN37
FELLOWSHIP OF ST NICHOLAS,Strategic Costs GSSG,"£1,358",Children's Services,3000275255,TN37
FELLOWSHIP OF ST NICHOLAS,Rother GSSG,"£22,849",Children's Services,4500527935,TN37
FELLOWSHIP OF ST NICHOLAS,Hastings GSSG,"£8,300",Children's Services,4500528050,TN37
FELLOWSHIP OF ST NICHOLAS,Hastings GSSG,"£6,475",Children's Services,4500528052,TN37
FELLOWSHIP OF ST NICHOLAS,Hastings GSSG,"£1,292",Children's Services,4500528053,TN37
FELLOWSHIP OF ST NICHOLAS,Hastings GSSG,"£4,779",Children's Services,4500528300,TN37
FELLOWSHIP OF ST NICHOLAS,Hastings GSSG,"£12,950",Children's Services,4500528596,TN37
HASTINGS BOROUGH COUNCIL,Central GSSG,£736,Children's Services,3000271998,TN34
HASTINGS BOROUGH COUNCIL,Non Service Specific Budgets,"£1,076",Corporate Resources,3000272560,TN34
HASTINGS BOROUGH COUNCIL,Customer & Commercial Development,"£1,076","Economy, Transport & Environment",3000272864,TN34
HASTINGS BOROUGH COUNCIL,Excellence Cluster,"£2,250",Children's Services,4500527525,TN34
HASTINGS BOROUGH COUNCIL,Waste Disposal,"£45,000","Economy, Transport & Environment",4500527945,TN34
HASTINGS BOROUGH COUNCIL,Waste Disposal,"£4,250","Economy, Transport & Environment",4500527947,TN34
HASTINGS BOROUGH COUNCIL,Waste Disposal,"£1,313","Economy, Transport & Environment",4500527948,TN34
HASTINGS BOROUGH COUNCIL,Waste Disposal,"£1,444","Economy, Transport & Environment",4500534941,TN34
HASTINGS BOROUGH COUNCIL,Waste Disposal,£654,"Economy, Transport & Environment",4500534947,TN34
HASTINGS BOROUGH COUNCIL,Community Safety,"£53,600",Governance & Community Services,3000270224,TN34
HASTINGS BOROUGH COUNCIL,Concessionary Fares Scheme,"£7,479","Economy, Transport & Environment",3000271057,TN34
HASTINGS BOROUGH COUNCIL,Support to the Arts,"£3,000",Children's Services,3000271334,TN34
HASTINGS BOROUGH COUNCIL,Support to the Arts,"£15,000",Children's Services,3000271335,TN34
HASTINGS BOROUGH COUNCIL,Support to the Arts,"£2,000",Children's Services,3000271336,TN34
HASTINGS BOROUGH COUNCIL,Capital Strategy Team,"£4,016",Children's Services,3000273563,TN34
HASTINGS BOROUGH COUNCIL,Central SSLP,£650,Children's Services,4000589618,TN34
HASTINGS BOROUGH COUNCIL,Homeless,"£2,491",Children's Services,4500526396,TN34
HASTINGS BOROUGH COUNCIL,Head Office,"£21,713","Economy, Transport & Environment",4500529422,TN34
HASTINGS BOROUGH COUNCIL,YST & Family Plus Services,"£2,500",Children's Services,4500526332,TN34
HASTINGS BOROUGH COUNCIL,Waste Disposal,"£12,552","Economy, Transport & Environment",4500531932,TN34
HASTINGS BOROUGH COUNCIL,Waste Disposal,"£7,234","Economy, Transport & Environment",4500532156,TN34
HASTINGS BOROUGH COUNCIL,Waste Disposal,"£13,430","Economy, Transport & Environment",4500535111,TN34
HASTINGS BOROUGH COUNCIL,Waste Disposal,"£8,333","Economy, Transport & Environment",4500535616,TN34
HASTINGS BOROUGH COUNCIL,Waste Disposal,"£12,055","Economy, Transport & Environment",4500536105,TN34
HASTINGS BOROUGH COUNCIL,Waste Disposal,"£7,808","Economy, Transport & Environment",4500536110,TN34
INLAND REVENUE,Fleet Management,"£12,713","Economy, Transport & Environment",3000271116,BD98
INLAND REVENUE,Primary,"£6,772,148",Children's Services,3000272014,BD98
KENT COUNTY COUNCIL,SEN Team,"£66,976",Children's Services,4500532610,ME14
KENT COUNTY COUNCIL,SEN Team,"£27,836",Children's Services,4500533394,ME14
KENT COUNTY COUNCIL,SEN Team,"£40,886",Children's Services,4500537073,ME14
KENT COUNTY COUNCIL,SEN Team,"£11,084",Children's Services,4500537075,ME14
LEWES DISTRICT COUNCIL,Non Service Specific Budgets,£589,Corporate Resources,4500525927,BN7 
LEWES DISTRICT COUNCIL,Community Safety,"£32,700",Governance & Community Services,3000270225,BN7 
LEWES DISTRICT COUNCIL,Concessionary Fares Scheme,"£38,440","Economy, Transport & Environment",3000271058,BN7 
LEWES DISTRICT COUNCIL,Capital Strategy Team,£879,Children's Services,3000271134,BN7 
LEWES DISTRICT COUNCIL,Support to the Arts,"£4,000",Children's Services,3000271482,BN7 
LEWES DISTRICT COUNCIL,Parking,"£8,356","Economy, Transport & Environment",4500514489,BN7 
LEWES DISTRICT COUNCIL,Waste Disposal,"£5,000","Economy, Transport & Environment",4500522441,BN7 
LEWES DISTRICT COUNCIL,Waste Disposal,"£3,563","Economy, Transport & Environment",4500522444,BN7 
LEWES DISTRICT COUNCIL,Finance,"£1,200",Corporate Resources,4500525896,BN7 
LEWES DISTRICT COUNCIL,Parking,"£37,767","Economy, Transport & Environment",4500528444,BN7 
LEWES DISTRICT COUNCIL,Joint Use,"£1,354",Children's Services,4500529781,BN7 
LEWES DISTRICT COUNCIL,Sussex Downs & Weald,"£18,943",Adult Social Care,4500534444,BN7 
LEWES DISTRICT COUNCIL,Waste Disposal,"£5,000","Economy, Transport & Environment",4500537035,BN7 
LEWES DISTRICT COUNCIL,Waste Disposal,"£4,125","Economy, Transport & Environment",4500537036,BN7 
LEWES DISTRICT COUNCIL,Facilities Management,£927,Corporate Resources,4500537379,BN7 
LEWES DISTRICT COUNCIL,Planning,"£4,776","Economy, Transport & Environment",4500538949,BN7 
LONDON BOROUGH OF SUTTON,SEN Team,"£33,138",Children's Services,4500525056,SM1 
LONDON BOROUGH OF SUTTON,SEN Team,"£7,499",Children's Services,4500530892,SM1 
ROTHER DISTRICT COUNCIL,Community Safety,"£35,040",Governance & Community Services,3000270226,TN39
ROTHER DISTRICT COUNCIL,Youth Development Service East,"£1,698",Children's Services,3000270969,TN39
ROTHER DISTRICT COUNCIL,Support to the Arts,"£4,000",Children's Services,3000271384,TN39
ROTHER DISTRICT COUNCIL,Libraries,"£3,179",Governance & Community Services,3000271990,TN39
ROTHER DISTRICT COUNCIL,Libraries,"£1,569",Governance & Community Services,3000271991,TN39
ROTHER DISTRICT COUNCIL,Central GSSG,"£1,200",Children's Services,4000602157,TN39
ROTHER DISTRICT COUNCIL,Waste Disposal,"£25,098","Economy, Transport & Environment",4500523618,TN39
ROTHER DISTRICT COUNCIL,Waste Disposal,"£18,218","Economy, Transport & Environment",4500523658,TN39
ROTHER DISTRICT COUNCIL,Waste Disposal,"£24,429","Economy, Transport & Environment",4500528370,TN39
ROTHER DISTRICT COUNCIL,Waste Disposal,"£25,855","Economy, Transport & Environment",4500529060,TN39
ROTHER DISTRICT COUNCIL,"Hastings, Bexhill & Rother PCT","£4,170",Adult Social Care,4500531915,TN39
ROTHER DISTRICT COUNCIL,Head Office,£757,"Economy, Transport & Environment",4500532450,TN39
ROTHER DISTRICT COUNCIL,Waste Disposal,"£25,342","Economy, Transport & Environment",4500533708,TN39
ROTHER DISTRICT COUNCIL,Waste Disposal,"£26,154","Economy, Transport & Environment",4500535105,TN39
ROTHER DISTRICT COUNCIL,Waste Disposal,"£21,851","Economy, Transport & Environment",4500537249,TN39
ROTHER DISTRICT COUNCIL,Waste Disposal,"£23,236","Economy, Transport & Environment",4500537353,TN39
TUNBRIDGE WELLS BOROUGH COUNCIL,East Sussex Music Service,£840,Children's Services,4500537827,TN1 
WEALDEN DISTRICT COUNCIL (NDR),Rights of Way/ Countryside Management,"£1,053","Economy, Transport & Environment",3000274979,BN27
WEALDEN DISTRICT COUNCIL,Waste Disposal,"£29,123","Economy, Transport & Environment",4500524517,TN6 
WEALDEN DISTRICT COUNCIL,Waste Disposal,"£60,269","Economy, Transport & Environment",4500524518,TN6 
WEALDEN DISTRICT COUNCIL,Waste Disposal,"£83,153","Economy, Transport & Environment",4500529731,TN6 
WEST SUSSEX COUNTY COUNCIL,Passenger Services,£739,"Economy, Transport & Environment",3000275132,PO19
WEST SUSSEX COUNTY COUNCIL,Passenger Services,£835,"Economy, Transport & Environment",3000275165,PO19
WEST SUSSEX COUNTY COUNCIL,West Area,"£7,088","Economy, Transport & Environment",4500531571,PO19
WEST SUSSEX COUNTY COUNCIL,Libraries,"£1,823",Governance & Community Services,4500532679,PO19
WEST SUSSEX COUNTY COUNCIL,Libraries,"£1,342",Governance & Community Services,4500532680,PO19
WEST SUSSEX COUNTY COUNCIL,Road Safety,"£5,710","Economy, Transport & Environment",4500536960,PO19
DATA,Contracts,£600,Children's Services,4500530821,CV35
NORTHAMPTONSHIRE COUNTY COUNCIL,Older People,£600,Adult Social Care,4500536237,NN4 
NORTHAMPTONSHIRE COUNTY COUNCIL,Older People,£600,Adult Social Care,4500536238,NN4 
CRIMINAL RECORDS BUREAU,Personnel & Training,"£20,636",Governance & Community Services,4500528560,L69 
CRIMINAL RECORDS BUREAU,Personnel & Training,"£21,806",Governance & Community Services,4500532623,L69 
CRIMINAL RECORDS BUREAU,Personnel & Training,"£17,691",Governance & Community Services,4500538506,L69 
SUSSEX POLICE AUTHORITY,Waste Disposal,"£13,800","Economy, Transport & Environment",4500525616,BN7 
SUSSEX POLICE AUTHORITY,Parking,"£2,944","Economy, Transport & Environment",4500527020,BN7 
SUSSEX POLICE AUTHORITY,Youth Justice,"£2,875",Children's Services,4500527670,BN7 
SUSSEX POLICE AUTHORITY,Youth Justice,"£2,875",Children's Services,4500531067,BN7 
SUSSEX POLICE AUTHORITY,Parking,"£3,706","Economy, Transport & Environment",4500531602,BN7 
SUSSEX POLICE AUTHORITY,High Weald AONB Unit,"£2,214","Economy, Transport & Environment",4500536140,BN7 
SUSSEX POLICE AUTHORITY,Youth Justice,"£2,875",Children's Services,4500537074,BN7 
SOUTH YORKSHIRE PENSION AUTHORITY,Archives & Records,"£10,200",Governance & Community Services,4500524838,S70 
SOUTH YORKSHIRE PENSION AUTHORITY,Archives & Records,"£5,100",Governance & Community Services,4500524840,S70 
SOUTH YORKSHIRE PENSION AUTHORITY,Archives & Records,"£4,650",Governance & Community Services,4500524843,S70 
SOUTH YORKSHIRE PENSION AUTHORITY,Archives & Records,"£7,050",Governance & Community Services,4500524845,S70 
BRIGHTON & HOVE CITY COUNCIL,Children's Integrated Services Central,"£12,000",Children's Services,4500537579,BN2 
PLUMPTON COLLEGE,High Weald AONB Unit,£776,"Economy, Transport & Environment",4500536155,TN33
PLUMPTON COLLEGE,High Weald AONB Unit,"£1,414","Economy, Transport & Environment",4500536158,TN33
WEALDEN SENIOR CITIZENS PARTNERSHIP,Other Older People's Services,"£1,184",Adult Social Care,4500527220,BN20
OXFORD ARCHAEOLOGY,Environment,"£1,542","Economy, Transport & Environment",4500523592,OX2 
HASTINGS & ST LEONARDS SENIORS FORU,Other Older People's Services,"£1,184",Adult Social Care,4500523899,TN37
POLEGATE TOWN COUNCIL,Head Office,"£7,360","Economy, Transport & Environment",4500527289,BN26
ISLE OF WIGHT COUNCIL,Core Services,"£5,000",Children's Services,4500527013,PO30
PORTSMOUTH CITY COUNCIL,Planning,"£2,500","Economy, Transport & Environment",4500536943,PO1 
ALL SAINTS CHURCH PCC,Eastbourne GSSG,£525,Children's Services,4500527190,BN21
BRIGHTON & HOVE CITY COUNCIL,SEN Team,"£14,930",Children's Services,4500537077,BN3 
HMCS,Children's Integrated Services Central,"£2,225",Children's Services,4500529472,BN2 
HMCS,Children's Integrated Services Central,"£2,225",Children's Services,4500529498,BN2 
HMCS,Children's Integrated Services Central,£700,Children's Services,4500529507,BN2 
HMCS,Children's Integrated Services Central,"£2,225",Children's Services,4500529509,BN2 
HMCS,Children's Integrated Services Central,"£1,900",Children's Services,4500532810,BN2 
HMCS,Children's Integrated Services Central,£700,Children's Services,4500532811,BN2 
HMCS,Children's Integrated Services Central,£700,Children's Services,4500532812,BN2 
HMCS,Children's Integrated Services Central,£700,Children's Services,4500532814,BN2 
HMCS,Children's Integrated Services Central,£700,Children's Services,4500532817,BN2 
HMCS,Children's Integrated Services Central,£700,Children's Services,4500532819,BN2 
HMCS,Children's Integrated Services Central,£700,Children's Services,4500532821,BN2 
HMCS,Children's Integrated Services Central,"£1,900",Children's Services,4500532823,BN2 
HMCS,Children's Integrated Services Central,"£1,900",Children's Services,4500532825,BN2 
HMCS,Children's Integrated Services Central,£700,Children's Services,4500532827,BN2 
HMCS,Children's Integrated Services Central,"£2,600",Children's Services,4500532830,BN2 
HMCS,Children's Integrated Services Central,"£1,900",Children's Services,4500532833,BN2 
HMCS,Children's Integrated Services Central,"£2,225",Children's Services,4500534340,BN2 
HMCS,Children's Integrated Services Central,£700,Children's Services,4500535388,BN2 
HMCS,Children's Integrated Services Central,"£2,225",Children's Services,4500535389,BN2 
HMCS,Children's Integrated Services Central,"£2,225",Children's Services,4500535390,BN2 
HMCS,Children's Integrated Services Central,"£2,225",Children's Services,4500535391,BN2 
HMCS,Children's Integrated Services Central,"£1,900",Children's Services,4500535392,BN2 
HMCS,Children's Integrated Services Central,"£2,225",Children's Services,4500535393,BN2 
HMCS,Children's Integrated Services Central,"£2,225",Children's Services,4500537361,BN2 
HMCS,Children's Integrated Services Central,£700,Children's Services,4500537363,BN2 
HMCS,Children's Integrated Services Central,£700,Children's Services,4500537364,BN2 
HMCS,Children's Integrated Services Central,£700,Children's Services,4500541370,BN2 
ALBION IN THE COMMUNITY,Grants,"£8,640",Children's Services,4500532516,BN1 
ENGLISH IN THE COMMUNITY,Policy & Communications,"£22,000",Governance & Community Services,3000271724,BN20
3VA,Policy & Communications,"£1,000",Governance & Community Services,4500537321,BN21
HIGHSTED GRAMMAR SCHOOL,Grants,£600,Children's Services,4500525195,ME10
HMCS,Children's Integrated Services Central,£700,Children's Services,4500528637,TN34
HMCS,Children's Integrated Services Central,"£1,900",Children's Services,4500528638,TN34
HMCS,Children's Integrated Services Central,£700,Children's Services,4500528639,TN34
HMCS,Children's Integrated Services Central,£700,Children's Services,4500528830,TN34
HMCS,Children's Integrated Services Central,£700,Children's Services,4500528832,TN34
HMCS,Children's Integrated Services Central,"£1,900",Children's Services,4500528931,TN34
HMCS,Children's Integrated Services Central,£700,Children's Services,4500528933,TN34
HMCS,Children's Integrated Services Central,"£2,225",Children's Services,4500528935,TN34
HMCS,Children's Integrated Services Central,"£1,900",Children's Services,4500528939,TN34
HMCS,Children's Integrated Services Central,"£2,225",Children's Services,4500528941,TN34
HMCS,Children's Integrated Services Central,"£2,225",Children's Services,4500528943,TN34
HMCS,Children's Integrated Services Central,"£2,225",Children's Services,4500528946,TN34
HMCS,Children's Integrated Services Central,"£1,900",Children's Services,4500529501,TN34
HMCS,Children's Integrated Services Central,"£1,900",Children's Services,4500529503,TN34
HMCS,Children's Integrated Services Central,£700,Children's Services,4500529504,TN34
HMCS,Children's Integrated Services Central,"£2,225",Children's Services,4500534374,TN34
HMCS,Children's Integrated Services Central,"£2,225",Children's Services,4500534375,TN34
HMCS,Children's Integrated Services Central,"£2,225",Children's Services,4500534376,TN34
HMCS,Children's Integrated Services Central,"£2,225",Children's Services,4500534379,TN34
HMCS,Children's Integrated Services Central,"£2,225",Children's Services,4500534380,TN34
HMCS,Children's Integrated Services Central,"£2,225",Children's Services,4500534381,TN34
HMCS,Children's Integrated Services Central,"£2,225",Children's Services,4500535217,TN34
HMCS,Children's Integrated Services Central,"£1,900",Children's Services,4500535218,TN34
HMCS,Children's Integrated Services Central,"£1,900",Children's Services,4500535220,TN34
HMCS,Children's Integrated Services Central,£700,Children's Services,4500535221,TN34
HMCS,Children's Integrated Services Central,£700,Children's Services,4500535223,TN34
HMCS,Children's Integrated Services Central,£700,Children's Services,4500535224,TN34
HMCS,Children's Integrated Services Central,£700,Children's Services,4500535939,TN34
HMCS,Children's Integrated Services Central,£700,Children's Services,4500535940,TN34
HMCS,Children's Integrated Services Central,"£1,900",Children's Services,4500535942,TN34
HMCS,Children's Integrated Services Central,£700,Children's Services,4500535946,TN34
HMCS,Children's Integrated Services Central,£700,Children's Services,4500535949,TN34
HMCS,Children's Integrated Services Central,"£2,225",Children's Services,4500536552,TN34
HMCS,Children's Integrated Services Central,"£2,225",Children's Services,4500537067,TN34
HMCS,Children's Integrated Services Central,"£2,225",Children's Services,4500537068,TN34
HMCS,Children's Integrated Services Central,"£2,225",Children's Services,4500537201,TN34
HMCS,Children's Integrated Services Central,"£2,225",Children's Services,4500538364,TN34
